Hour,Region,TotalLoad_MW,AvailableRE_MW,AvailableRE_Raw_MW,GridPurchase_MW,GridSell_MW,UsedRE_MW,RE_Charge_MW,GridCharge_MW,Discharge_MW,Curtailment_MW,NetImport_MW,SOC_MWh
16,RegionA,334.04399955,48.764,800.0,285.27999955,0.0,48.764,0.0,0.0,0.0,0.0,285.27999955,350.0
17,RegionA,316.91249955,44.7522,722.35,272.16029955,0.0,44.7522,0.0,0.0,0.0,0.0,272.16029955,350.0
18,RegionA,299.44349955,40.4249,650.0,259.01859955000003,0.0,40.4249,0.0,0.0,0.0,0.0,259.01859955000003,350.0
19,RegionA,386.49149955000007,49.3799,587.87,247.31159955000004,0.0,49.3799,0.0,0.0,89.80000000000003,0.0,247.31159955000004,252.3913043478261
20,RegionA,330.88499955000003,39.7062,540.19,191.17879955,0.0,39.7062,0.0,0.0,100.0,0.0,191.17879955,143.69565217391303
21,RegionA,376.1235,45.1348,510.22,230.98870000000005,0.0,45.1348,0.0,0.0,100.0,0.0,230.98870000000005,35.0
22,RegionA,388.00349955,100.9731,500.0,287.03039955,0.0,100.9731,-0.0,0.0,0.0,0.0,287.03039955,35.0
23,RegionA,408.92849955,104.0714,510.22,304.85709955,0.0,104.0714,0.0,0.0,0.0,0.0,304.85709955,35.0
24,RegionA,478.15650045,112.3788,540.19,465.77770045,0.0,12.378799999999998,100.0,0.0,0.0,0.0,465.77770045,128.0
25,RegionA,495.67949955000006,114.4815,587.87,481.1979995500001,0.0,14.481499999999995,100.0,0.0,0.0,0.0,481.1979995500001,221.0
26,RegionA,544.3200004500001,65.3184,650.0,550.0,0.0,0.0,65.3184,5.679999549999934,0.0,0.0,550.0,287.0285115815
27,RegionA,544.32,65.3184,722.35,546.7128778693549,0.0,0.0,65.3184,2.3928778693548765,0.0,0.0,546.7128778693549,350.0
28,RegionA,558.0396000000001,65.3184,800.0,492.72120000000007,0.0,65.3184,-0.0,0.0,0.0,0.0,492.72120000000007,350.0
29,RegionA,544.3199995500001,65.3184,877.65,479.00159955000015,0.0,65.3184,0.0,0.0,0.0,0.0,479.00159955000015,350.0
30,RegionA,544.3200004500001,65.3184,950.0,479.00160045000007,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160045000007,350.0
31,RegionA,544.31999955,65.3184,1012.13,479.00159955,0.0,65.3184,0.0,0.0,-0.0,0.0,479.00159955,350.0
32,RegionA,544.3200004500001,65.3184,1059.81,479.00160045000007,0.0,65.3184,0.0,0.0,-0.0,0.0,479.00160045000007,350.0
33,RegionA,544.32,69.5448,1089.78,474.7752,0.0,69.5448,0.0,0.0,-0.0,0.0,474.7752,350.0
34,RegionA,535.61249955,72.3077,1100.0,463.30479955,0.0,72.3077,0.0,0.0,-0.0,0.0,463.30479955,350.0
35,RegionA,516.4290004500001,72.9266,1089.78,443.5024004500001,0.0,72.9266,0.0,0.0,-0.0,0.0,443.5024004500001,350.0
36,RegionA,464.1975,67.7639,1059.81,396.4336,0.0,67.7639,0.0,0.0,-0.0,0.0,396.4336,350.0
37,RegionA,439.10100045,65.4163,1012.13,373.68470045,0.0,65.4163,0.0,0.0,-0.0,0.0,373.68470045,350.0
38,RegionA,422.4204,63.3631,950.0,359.05730000000005,0.0,63.3631,0.0,0.0,0.0,0.0,359.05730000000005,350.0
39,RegionA,401.13090045000007,59.7596,877.65,341.3713004500001,0.0,59.7596,0.0,0.0,0.0,0.0,341.3713004500001,350.0
40,RegionA,375.20549955,54.7728,800.0,320.43269955,0.0,54.7728,0.0,0.0,-0.0,0.0,320.43269955,350.0
41,RegionA,328.90050045000004,46.4451,722.35,282.45540045000007,0.0,46.4451,0.0,0.0,-0.0,0.0,282.45540045000007,350.0
42,RegionA,289.99350045,39.1491,650.0,250.84440045,0.0,39.1491,0.0,0.0,0.0,0.0,250.84440045,350.0
43,RegionA,297.324,37.9875,587.87,169.5365,0.0,37.9875,0.0,0.0,89.80000000000003,0.0,169.5365,252.3913043478261
44,RegionA,346.34250000000003,41.5611,540.19,204.7814,0.0,41.5611,0.0,0.0,100.0,0.0,204.7814,143.69565217391303
45,RegionA,327.84750045000004,39.3417,510.22,188.50580045000004,0.0,39.3417,0.0,0.0,100.0,0.0,188.50580045000004,35.0
46,RegionA,416.9204995500001,104.0268,500.0,312.89369955000006,0.0,104.0268,0.0,0.0,0.0,0.0,312.89369955000006,35.0
47,RegionA,442.7460000000001,107.9804,510.22,334.76560000000006,0.0,107.9804,-0.0,0.0,0.0,0.0,334.76560000000006,35.0
48,RegionA,472.04100045,111.6449,540.19,360.39610045,0.0,111.6449,0.0,0.0,0.0,0.0,360.39610045,35.0
49,RegionA,530.4015004500001,118.6482,587.87,411.7533004500001,0.0,118.6482,0.0,0.0,0.0,0.0,411.7533004500001,35.0
50,RegionA,544.32,65.3184,650.0,533.717677419355,0.0,10.602322580644971,54.716077419355024,0.0,0.0,0.0,533.717677419355,85.88595200000017
51,RegionA,544.32,65.3184,722.35,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,151.91446400000012
52,RegionA,544.3200004500001,65.3184,800.0,550.0,0.0,0.0,65.3184,5.679999549999934,0.0,0.0,550.0,217.9429755815001
53,RegionA,544.32,65.3184,877.65,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,283.9714875815
54,RegionA,544.31999955,65.3184,950.0,550.0,0.0,0.0,65.3184,5.680000449999966,0.0,0.0,550.0,350.0
55,RegionA,544.3200004500001,65.3184,1012.13,479.00160045000007,0.0,65.3184,0.0,0.0,-0.0,0.0,479.00160045000007,350.0
56,RegionA,544.32,65.3184,1059.81,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
57,RegionA,544.32,69.5448,1089.78,474.7752,0.0,69.5448,0.0,0.0,0.0,0.0,474.7752,350.0
58,RegionA,544.32,73.4832,1100.0,470.8368,0.0,73.4832,0.0,0.0,0.0,0.0,470.8368,350.0
59,RegionA,487.75500045000007,68.8774,1089.78,418.8776004500001,0.0,68.8774,0.0,0.0,0.0,0.0,418.8776004500001,350.0
60,RegionA,469.25999955,68.5029,1059.81,400.75709955,0.0,68.5029,0.0,0.0,0.0,0.0,400.75709955,350.0
61,RegionA,465.23700045,69.31,1012.13,395.92700045,0.0,69.31,0.0,0.0,0.0,0.0,395.92700045,350.0
62,RegionA,444.09735000000006,66.6146,950.0,377.48275000000007,0.0,66.6146,0.0,0.0,0.0,0.0,377.48275000000007,350.0
63,RegionA,414.71595045,61.7835,877.65,352.93245045000003,0.0,61.7835,0.0,0.0,0.0,0.0,352.93245045000003,350.0
64,RegionA,328.71420000000006,47.9859,800.0,280.72830000000005,0.0,47.9859,-0.0,0.0,0.0,0.0,280.72830000000005,350.0
65,RegionA,330.75000045,46.7063,722.35,184.04370045,0.0,46.7063,0.0,0.0,100.0,0.0,184.04370045,241.30434782608697
66,RegionA,307.13849955,41.4637,650.0,165.67479955,0.0,41.4637,0.0,0.0,100.0,0.0,165.67479955,132.60869565217394
67,RegionA,262.8315,33.5806,587.87,139.4509,0.0,33.5806,0.0,0.0,89.80000000000003,0.0,139.4509,35.0
68,RegionA,341.46900045,40.9763,540.19,300.49270045000003,0.0,40.9763,0.0,0.0,0.0,0.0,300.49270045000003,35.0
69,RegionA,339.3225,40.7187,510.22,298.6038,0.0,40.7187,0.0,0.0,0.0,0.0,298.6038,35.0
70,RegionA,359.95049955,98.0108,500.0,261.93969955,0.0,98.0108,0.0,0.0,0.0,0.0,261.93969955,35.0
71,RegionA,470.0835004500001,110.8672,510.22,359.21630045000006,0.0,110.8672,-0.0,0.0,0.0,0.0,359.21630045000006,35.0
72,RegionA,459.00000045,110.08,540.19,348.92000045000003,0.0,110.08,0.0,0.0,0.0,0.0,348.92000045000003,35.0
73,RegionA,531.495,118.7794,587.87,412.7156,0.0,118.7794,0.0,0.0,0.0,0.0,412.7156,35.0
74,RegionA,544.3200004500001,65.3184,650.0,533.7176783193551,0.0,10.602322130644964,54.71607786935503,0.0,0.0,0.0,533.7176783193551,85.88595241850018
75,RegionA,544.32,65.3184,722.35,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,151.91446441850013
76,RegionA,544.32,65.3184,800.0,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,217.94297641850008
77,RegionA,544.32,65.3184,877.65,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,283.97148841850003
78,RegionA,544.3200004500001,65.3184,950.0,550.0,0.0,0.0,65.3184,5.679999549999934,0.0,0.0,550.0,350.0
79,RegionA,544.31999955,65.3184,1012.13,479.00159955,0.0,65.3184,0.0,0.0,-0.0,0.0,479.00159955,350.0
80,RegionA,544.3200004500001,65.3184,1059.81,479.00160045000007,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160045000007,350.0
81,RegionA,544.31999955,69.5448,1089.78,474.77519955,0.0,69.5448,0.0,0.0,0.0,0.0,474.77519955,350.0
82,RegionA,544.32,73.4832,1100.0,470.8368,0.0,73.4832,0.0,0.0,0.0,0.0,470.8368,350.0
83,RegionA,527.364,74.4708,1089.78,452.8932,0.0,74.4708,0.0,0.0,0.0,0.0,452.8932,350.0
84,RegionA,499.2569995500001,72.8819,1059.81,426.3750995500001,0.0,72.8819,0.0,0.0,0.0,0.0,426.3750995500001,350.0
85,RegionA,459.8100004500001,68.5015,1012.13,391.3085004500001,0.0,68.5015,0.0,0.0,0.0,0.0,391.3085004500001,350.0
86,RegionA,410.238,61.5357,950.0,348.7023,0.0,61.5357,0.0,0.0,0.0,0.0,348.7023,350.0
87,RegionA,377.838,56.2895,877.65,321.54850000000005,0.0,56.2895,0.0,0.0,0.0,0.0,321.54850000000005,350.0
88,RegionA,333.35549955000005,48.6635,800.0,284.69199955000005,0.0,48.6635,-0.0,0.0,0.0,0.0,284.69199955000005,350.0
89,RegionA,303.35850045,42.8382,722.35,160.52030045000004,0.0,42.8382,0.0,0.0,100.0,0.0,160.52030045000004,241.30434782608697
90,RegionA,307.62449955000005,41.5293,650.0,166.09519955000007,0.0,41.5293,0.0,0.0,100.0,0.0,166.09519955000007,132.60869565217394
91,RegionA,301.88700045,38.5705,587.87,173.51650045000002,0.0,38.5705,0.0,0.0,89.80000000000003,0.0,173.51650045000002,35.0
92,RegionA,339.2955,40.7155,540.19,298.58,0.0,40.7155,0.0,0.0,0.0,0.0,298.58,35.0
93,RegionA,368.469,44.2163,510.22,324.2527,0.0,44.2163,0.0,0.0,0.0,0.0,324.2527,35.0
94,RegionA,392.7825,101.4778,500.0,291.3047,0.0,101.4778,0.0,0.0,0.0,0.0,291.3047,35.0
95,RegionA,452.7630004500001,109.0382,510.22,343.72480045000003,0.0,109.0382,-0.0,0.0,0.0,0.0,343.72480045000003,35.0
96,RegionA,465.6285004500001,110.8754,540.19,354.75310045000003,0.0,110.8754,0.0,0.0,0.0,0.0,354.75310045000003,35.0
97,RegionA,543.72599955,120.2471,587.87,423.47889955,0.0,120.2471,0.0,0.0,0.0,0.0,423.47889955,35.0
98,RegionA,515.60549955,61.8727,650.0,508.4488765193551,0.0,7.15662303064493,54.71607696935507,0.0,0.0,0.0,508.4488765193551,85.88595158150022
99,RegionA,544.32,65.3184,722.35,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,151.91446358150017
100,RegionA,544.3199995500001,65.3184,800.0,550.0,0.0,0.0,65.3184,5.680000449999852,0.0,0.0,550.0,217.94297600000004
101,RegionA,544.31999955,65.3184,877.65,550.0,0.0,0.0,65.3184,5.680000449999966,0.0,0.0,550.0,283.97148841850003
102,RegionA,544.3200004500001,65.3184,950.0,550.0,0.0,0.0,65.3184,5.679999549999934,0.0,0.0,550.0,350.0
103,RegionA,544.31999955,65.3184,1012.13,479.00159955,0.0,65.3184,0.0,0.0,0.0,0.0,479.00159955,350.0
104,RegionA,544.32,65.3184,1059.81,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
105,RegionA,544.3199995500001,69.5448,1089.78,474.77519955000014,0.0,69.5448,0.0,0.0,0.0,0.0,474.77519955000014,350.0
106,RegionA,544.31999955,73.4832,1100.0,470.83679955,0.0,73.4832,0.0,0.0,0.0,0.0,470.83679955,350.0
107,RegionA,530.6175004500001,74.9302,1089.78,455.68730045000007,0.0,74.9302,0.0,0.0,0.0,0.0,455.68730045000007,350.0
108,RegionA,472.878,69.0311,1059.81,403.84690000000006,0.0,69.0311,0.0,0.0,0.0,0.0,403.84690000000006,350.0
109,RegionA,454.20750045,67.6668,1012.13,386.54070045,0.0,67.6668,0.0,0.0,0.0,0.0,386.54070045,350.0
110,RegionA,396.2655000000001,59.4398,950.0,336.8257000000001,0.0,59.4398,0.0,0.0,0.0,0.0,336.8257000000001,350.0
111,RegionA,378.32669955000006,56.3623,877.65,321.96439955000005,0.0,56.3623,0.0,0.0,0.0,0.0,321.96439955000005,350.0
112,RegionA,318.99150045,46.5666,800.0,272.42490045,0.0,46.5666,-0.0,0.0,0.0,0.0,272.42490045,350.0
113,RegionA,309.97349955,43.7724,722.35,166.20109954999998,0.0,43.7724,0.0,0.0,100.0,0.0,166.20109954999998,241.30434782608697
114,RegionA,316.64249955,42.7467,650.0,173.89579955000005,0.0,42.7467,0.0,0.0,100.0,0.0,173.89579955000005,132.60869565217394
115,RegionA,343.08900000000006,43.8346,587.87,209.4544,0.0,43.8346,0.0,0.0,89.80000000000003,0.0,209.4544,35.0
116,RegionA,293.08500045,35.1702,540.19,257.91480045,0.0,35.1702,0.0,0.0,0.0,0.0,257.91480045,35.0
117,RegionA,334.395,40.1274,510.22,294.2676,0.0,40.1274,0.0,0.0,0.0,0.0,294.2676,35.0
118,RegionA,417.582,104.0966,500.0,313.4854,0.0,104.0966,0.0,0.0,0.0,0.0,313.4854,35.0
119,RegionA,469.8674995500001,110.8444,510.22,359.02309955000004,0.0,110.8444,-0.0,0.0,0.0,0.0,359.02309955000004,35.0
120,RegionA,465.7635,110.8916,540.19,451.5847765193551,0.0,14.178723480645004,96.712876519355,0.0,0.0,0.0,451.5847765193551,124.94297516300014
121,RegionA,533.73600045,119.0483,587.87,514.68770045,0.0,19.0483,100.0,0.0,0.0,0.0,514.68770045,217.9429751630001
122,RegionA,544.31999955,65.3184,650.0,550.0,0.0,0.0,65.3184,5.680000449999966,0.0,0.0,550.0,283.9714875815001
123,RegionA,544.3199995500001,65.3184,722.35,550.0,0.0,0.0,65.3184,5.680000449999852,0.0,0.0,550.0,350.0
124,RegionA,544.3200004500001,65.3184,800.0,479.00160045000007,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160045000007,350.0
125,RegionA,544.32,65.3184,877.65,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
126,RegionA,544.3200004500001,65.3184,950.0,479.00160045000007,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160045000007,350.0
127,RegionA,544.31999955,65.3184,1012.13,479.00159955,0.0,65.3184,0.0,0.0,-0.0,0.0,479.00159955,350.0
128,RegionA,544.32,65.3184,1059.81,479.00160000000005,0.0,65.3184,0.0,0.0,-0.0,0.0,479.00160000000005,350.0
129,RegionA,544.32,69.5448,1089.78,474.7752,0.0,69.5448,0.0,0.0,-0.0,0.0,474.7752,350.0
130,RegionA,542.538,73.2426,1100.0,469.2954,0.0,73.2426,0.0,0.0,-0.0,0.0,469.2954,350.0
131,RegionA,541.5795004500001,76.4782,1089.78,465.10130045000005,0.0,76.4782,0.0,0.0,-0.0,0.0,465.10130045000005,350.0
132,RegionA,488.7269995500001,71.3447,1059.81,417.3822995500001,0.0,71.3447,0.0,0.0,-0.0,0.0,417.3822995500001,350.0
133,RegionA,469.11285045,69.8874,1012.13,399.22545045,0.0,69.8874,0.0,0.0,-0.0,0.0,399.22545045,350.0
134,RegionA,419.86079955,62.9791,950.0,356.88169955,0.0,62.9791,0.0,0.0,-0.0,0.0,356.88169955,350.0
135,RegionA,383.76450000000006,57.1724,877.65,326.5921000000001,0.0,57.1724,0.0,0.0,-0.0,0.0,326.5921000000001,350.0
136,RegionA,306.03149955000004,44.6747,800.0,261.35679955,0.0,44.6747,0.0,0.0,-0.0,0.0,261.35679955,350.0
137,RegionA,307.40850045,43.4101,722.35,263.99840045,0.0,43.4101,0.0,0.0,-0.0,0.0,263.99840045,350.0
138,RegionA,308.33999955,41.6259,650.0,266.71409955,0.0,41.6259,0.0,0.0,0.0,0.0,266.71409955,350.0
139,RegionA,305.03249955,38.9723,587.87,176.26019954999998,0.0,38.9723,0.0,0.0,89.80000000000003,0.0,176.26019954999998,252.3913043478261
140,RegionA,307.34099955,36.8809,540.19,170.46009955,0.0,36.8809,0.0,0.0,100.0,0.0,170.46009955,143.69565217391303
141,RegionA,368.55000045,44.226,510.22,224.32400045000003,0.0,44.226,0.0,0.0,100.0,0.0,224.32400045000003,35.0
142,RegionA,406.08000045,102.882,500.0,303.19800044999994,0.0,102.882,-0.0,0.0,0.0,0.0,303.19800044999994,35.0
143,RegionA,442.66499955,107.9718,510.22,334.69319955000003,0.0,107.9718,0.0,0.0,0.0,0.0,334.69319955000003,35.0
144,RegionA,469.7865000000001,111.3744,540.19,458.4121,0.0,11.374400000000009,100.0,0.0,0.0,0.0,458.4121,128.0
145,RegionA,486.97200045000005,113.4366,587.87,473.53540045000005,0.0,13.4366,100.0,0.0,0.0,0.0,473.53540045000005,221.0
146,RegionA,544.32,65.3184,650.0,550.0,0.0,0.0,65.3184,5.67999999999995,0.0,0.0,550.0,287.028512
147,RegionA,544.3200004500001,65.3184,722.35,546.7128778693549,0.0,0.0,65.3184,2.3928774193548605,0.0,0.0,546.7128778693549,350.0
148,RegionA,544.32,65.3184,800.0,479.00160000000005,0.0,65.3184,-0.0,0.0,0.0,0.0,479.00160000000005,350.0
149,RegionA,544.32,65.3184,877.65,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
150,RegionA,544.31999955,65.3184,950.0,479.00159955,0.0,65.3184,0.0,0.0,0.0,0.0,479.00159955,350.0
151,RegionA,544.3200004500001,65.3184,1012.13,479.00160045000007,0.0,65.3184,-0.0,0.0,0.0,0.0,479.00160045000007,350.0
152,RegionA,544.32,65.3184,1059.81,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
153,RegionA,544.31999955,69.5448,1089.78,474.77519955,0.0,69.5448,-0.0,0.0,0.0,0.0,474.77519955,350.0
154,RegionA,544.3200004500001,73.4832,1100.0,470.83680045000006,0.0,73.4832,0.0,0.0,0.0,0.0,470.83680045000006,350.0
155,RegionA,506.7360000000001,71.5578,1089.78,435.17820000000006,0.0,71.5578,0.0,0.0,0.0,0.0,435.17820000000006,350.0
156,RegionA,431.81100045,63.0361,1059.81,368.77490045,0.0,63.0361,0.0,0.0,0.0,0.0,368.77490045,350.0
157,RegionA,456.29189955,67.9774,1012.13,388.31449955,0.0,67.9774,0.0,0.0,0.0,0.0,388.31449955,350.0
158,RegionA,435.26835045,65.2903,950.0,369.97805045,0.0,65.2903,0.0,0.0,0.0,0.0,369.97805045,350.0
159,RegionA,392.607,58.4897,877.65,334.1173,0.0,58.4897,0.0,0.0,0.0,0.0,334.1173,350.0
160,RegionA,387.66599955,56.5918,800.0,331.07419955,0.0,56.5918,0.0,0.0,0.0,0.0,331.07419955,350.0
161,RegionA,316.872,44.7465,722.35,272.1255,0.0,44.7465,0.0,0.0,0.0,0.0,272.1255,350.0
162,RegionA,345.26250000000005,46.6104,650.0,298.6521,0.0,46.6104,0.0,0.0,0.0,0.0,298.6521,350.0
163,RegionA,285.59249955,36.4886,587.87,159.30389954999998,0.0,36.4886,0.0,0.0,89.80000000000003,0.0,159.30389954999998,252.3913043478261
164,RegionA,315.23850045,37.8286,540.19,177.40990045,0.0,37.8286,0.0,0.0,100.0,0.0,177.40990045,143.69565217391303
165,RegionA,299.9025,35.9883,510.22,163.9142,0.0,35.9883,0.0,0.0,100.0,0.0,163.9142,35.0
166,RegionA,407.80799955,103.0646,500.0,304.74339955000005,0.0,103.0646,-0.0,0.0,0.0,0.0,304.74339955000005,35.0
167,RegionA,447.876,108.5221,510.22,339.35390000000007,0.0,108.5221,0.0,0.0,0.0,0.0,339.35390000000007,35.0
168,RegionA,449.64450045,108.9573,540.19,440.68720045,0.0,8.957300000000004,100.0,0.0,0.0,0.0,440.68720045,128.0
169,RegionA,530.05049955,118.6061,587.87,511.44439955000007,0.0,18.6061,100.0,0.0,0.0,0.0,511.44439955000007,221.0
170,RegionA,544.3200004500001,65.3184,650.0,550.0,0.0,0.0,65.3184,5.679999549999934,0.0,0.0,550.0,287.0285115815
171,RegionA,544.32,65.3184,722.35,546.7128778693549,0.0,0.0,65.3184,2.3928778693548765,0.0,0.0,546.7128778693549,350.0
172,RegionA,544.31999955,65.3184,800.0,479.00159955,0.0,65.3184,-0.0,0.0,0.0,0.0,479.00159955,350.0
173,RegionA,544.3200004500001,65.3184,877.65,479.00160045000007,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160045000007,350.0
174,RegionA,544.32,65.3184,950.0,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
175,RegionA,544.3200004500001,65.3184,1012.13,479.00160045000007,0.0,65.3184,-0.0,0.0,0.0,0.0,479.00160045000007,350.0
176,RegionA,544.31999955,65.3184,1059.81,479.00159955,0.0,65.3184,0.0,0.0,0.0,0.0,479.00159955,350.0
177,RegionA,544.32,69.5448,1089.78,474.7752,0.0,69.5448,-0.0,0.0,0.0,0.0,474.7752,350.0
178,RegionA,544.31999955,73.4832,1100.0,470.83679955,0.0,73.4832,0.0,0.0,0.0,0.0,470.83679955,350.0
179,RegionA,535.8825,75.6737,1089.78,460.20880000000005,0.0,75.6737,0.0,0.0,0.0,0.0,460.20880000000005,350.0
180,RegionA,460.6605,67.2476,1059.81,393.4128999999999,0.0,67.2476,0.0,0.0,0.0,0.0,393.4128999999999,350.0
181,RegionA,451.23075000000006,67.2234,1012.13,384.0073500000001,0.0,67.2234,0.0,0.0,0.0,0.0,384.0073500000001,350.0
182,RegionA,429.4214995500001,64.4132,950.0,365.00829955000006,0.0,64.4132,0.0,0.0,0.0,0.0,365.00829955000006,350.0
183,RegionA,403.6486495500001,60.1347,877.65,343.51394955000006,0.0,60.1347,0.0,0.0,0.0,0.0,343.51394955000006,350.0
184,RegionA,322.083,47.0179,800.0,275.06510000000003,0.0,47.0179,0.0,0.0,0.0,0.0,275.06510000000003,350.0
185,RegionA,313.83450045,44.3176,722.35,269.51690045,0.0,44.3176,0.0,0.0,0.0,0.0,269.51690045,350.0
186,RegionA,315.07649955,42.5353,650.0,272.54119955,0.0,42.5353,0.0,0.0,0.0,0.0,272.54119955,350.0
187,RegionA,321.50250000000005,41.0766,587.87,190.6259000000001,0.0,41.0766,0.0,0.0,89.80000000000003,0.0,190.6259000000001,252.3913043478261
188,RegionA,334.17899955,40.1015,540.19,194.07749955000003,0.0,40.1015,0.0,0.0,100.0,0.0,194.07749955000003,143.69565217391303
189,RegionA,358.91099955000004,43.0693,510.22,215.84169955000004,0.0,43.0693,0.0,0.0,100.0,0.0,215.84169955000004,35.0
190,RegionA,377.109,99.8227,500.0,277.2863,0.0,99.8227,-0.0,0.0,0.0,0.0,277.2863,35.0
191,RegionA,419.93099955,105.3917,510.22,314.53929955,0.0,105.3917,0.0,0.0,0.0,0.0,314.53929955,35.0
192,RegionA,460.5525,110.2663,540.19,450.2862,0.0,10.2663,100.0,0.0,0.0,0.0,450.2862,128.0
193,RegionA,500.526,115.0631,587.87,485.4629,0.0,15.063099999999991,100.0,0.0,0.0,0.0,485.4629,221.0
194,RegionA,541.4715,64.9766,650.0,550.0,0.0,0.0,64.9766,8.528500000000022,0.0,0.0,550.0,289.35974300000004
195,RegionA,544.3200004500001,65.3184,722.35,544.2061778693549,0.0,0.1138225806452055,65.20457741935479,0.0,0.0,0.0,544.2061778693549,350.0
196,RegionA,544.3200004500001,65.3184,800.0,479.00160045000007,0.0,65.3184,-0.0,0.0,0.0,0.0,479.00160045000007,350.0
197,RegionA,544.31999955,65.3184,877.65,479.00159955,0.0,65.3184,0.0,0.0,0.0,0.0,479.00159955,350.0
198,RegionA,544.31999955,65.3184,950.0,479.00159955,0.0,65.3184,0.0,0.0,0.0,0.0,479.00159955,350.0
199,RegionA,544.3200004500001,65.3184,1012.13,479.00160045000007,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160045000007,350.0
200,RegionA,544.32,65.3184,1059.81,479.00160000000005,0.0,65.3184,0.0,0.0,0.0,0.0,479.00160000000005,350.0
201,RegionA,544.32,69.5448,1089.78,474.7752,0.0,69.5448,0.0,0.0,0.0,0.0,474.7752,350.0
202,RegionA,538.974,72.7615,1100.0,466.2125,0.0,72.7615,0.0,0.0,0.0,0.0,466.2125,350.0
203,RegionA,498.79799955,70.4369,1089.78,428.36109955000006,0.0,70.4369,0.0,0.0,0.0,0.0,428.36109955000006,350.0
204,RegionA,510.0839995500001,74.4625,1059.81,435.62149955000007,0.0,74.4625,0.0,0.0,0.0,0.0,435.62149955000007,350.0
205,RegionA,431.12250000000006,64.2277,1012.13,366.8948,0.0,64.2277,0.0,0.0,0.0,0.0,366.8948,350.0
206,RegionA,412.4088,61.8613,950.0,350.5475,0.0,61.8613,0.0,0.0,0.0,0.0,350.5475,350.0
