Scenario,Scenario_CN,Hour,Region,FacilityLoad_MW,AvailableRenewable_MW,ElectricityPrice_CNY_per_MWh,SellPrice_CNY_per_MWh,CarbonIntensity_tCO2_per_MWh,GridPurchase_MW,GridSell_MW,NetGridImport_MW,ChargePower_MW,DischargePower_MW,SOC_MWh,Curtailment_MW,RenewableUsedTotal_MW,DirectRenewable_MW,RenewableCharge_MW,GridCharge_MW
attachment_baseline,附件参考策略,24,RegionA,478.15650044995505,540.19,474.52,0.0,0.6825,438.7777,0.0,438.7777,73.0,0.0,275.0786,427.8112,112.37880000000007,57.3788,55.0,18.0
attachment_baseline,附件参考策略,25,RegionA,495.679499550045,587.87,474.72,0.0,0.6846,454.198,0.0,454.198,73.0,0.0,342.9686,473.3885,114.48149999999998,59.4815,55.0,18.0
attachment_baseline,附件参考策略,26,RegionA,544.320000449955,650.0,474.91,0.0,0.6833,486.5622,0.0,486.5622,7.5606,0.0,350.0,584.6816,65.3184,65.3184,0.0,7.5606
attachment_baseline,附件参考策略,27,RegionA,544.32,722.35,475.1,0.0,0.6787,479.0016,0.0,479.0016,0.0,0.0,350.0,657.0316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,28,RegionA,544.32,800.0,475.28,0.0,0.6712,479.0016,0.0,479.0016,0.0,0.0,350.0,734.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,29,RegionA,544.319999550045,877.65,475.45,0.0,0.6612,479.0016,0.0,479.0016,0.0,0.0,350.0,812.3316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,30,RegionA,544.320000449955,950.0,475.61,0.0,0.6496,479.0016,0.0,479.0016,0.0,0.0,350.0,884.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,31,RegionA,544.3199995500449,1012.13,731.94,0.0,0.637,479.0016,0.0,479.0016,0.0,0.0,350.0,946.8116,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,32,RegionA,544.320000449955,1059.81,732.16,0.0,0.6245,479.0016,0.0,479.0016,0.0,0.0,350.0,994.4916,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,33,RegionA,544.32,1089.78,732.37,0.0,0.6128,474.7752,0.0,474.7752,0.0,0.0,350.0,1020.2352,69.54480000000001,69.5448,0.0,0.0
attachment_baseline,附件参考策略,34,RegionA,535.612499550045,1100.0,732.56,0.0,0.6027,463.3048,0.0,463.3048,0.0,0.0,350.0,1027.6923,72.30770000000007,72.3077,0.0,0.0
attachment_baseline,附件参考策略,35,RegionA,516.429000449955,1089.78,732.74,0.0,0.595,443.5024,0.0,443.5024,0.0,0.0,350.0,1016.8534,72.92660000000001,72.9266,0.0,0.0
attachment_baseline,附件参考策略,36,RegionA,464.1975,1059.81,732.9,0.0,0.5902,396.4336,0.0,396.4336,0.0,0.0,350.0,992.0461,67.76389999999992,67.7639,0.0,0.0
attachment_baseline,附件参考策略,37,RegionA,439.10100044995505,1012.13,733.05,0.0,0.5887,373.6847,0.0,373.6847,0.0,0.0,350.0,946.7137,65.41629999999998,65.4163,0.0,0.0
attachment_baseline,附件参考策略,38,RegionA,422.42040000000003,950.0,733.18,0.0,0.5905,359.0573,0.0,359.0573,0.0,0.0,350.0,886.6369,63.36310000000003,63.3631,0.0,0.0
attachment_baseline,附件参考策略,39,RegionA,401.130900449955,877.65,733.3,0.0,0.5955,341.3713,0.0,341.3713,0.0,0.0,350.0,817.8904,59.75959999999998,59.7596,0.0,0.0
attachment_baseline,附件参考策略,40,RegionA,375.205499550045,800.0,733.4,0.0,0.6035,320.4327,0.0,320.4327,0.0,0.0,350.0,745.2272,54.77279999999996,54.7728,0.0,0.0
attachment_baseline,附件参考策略,41,RegionA,328.900500449955,722.35,1063.56,0.0,0.6138,237.4554,0.0,237.4554,0.0,45.0,301.087,675.9049,46.445100000000025,46.4451,0.0,0.0
attachment_baseline,附件参考策略,42,RegionA,289.99350044995504,650.0,1063.67,0.0,0.6258,205.8444,0.0,205.8444,0.0,45.0,252.1739,610.8509,39.149099999999976,39.1491,0.0,0.0
attachment_baseline,附件参考策略,43,RegionA,297.324,587.87,1063.75,0.0,0.6386,214.3365,0.0,214.3365,0.0,45.0,203.2609,549.8825,37.987499999999955,37.9875,0.0,0.0
attachment_baseline,附件参考策略,44,RegionA,346.34250000000003,540.19,1063.82,0.0,0.6514,259.7814,0.0,259.7814,0.0,45.0,154.3478,498.6289,41.56110000000007,41.5611,0.0,0.0
attachment_baseline,附件参考策略,45,RegionA,327.847500449955,510.22,1063.86,0.0,0.6633,243.5058,0.0,243.5058,0.0,45.0,105.4348,470.8783,39.3417,39.3417,0.0,0.0
attachment_baseline,附件参考策略,46,RegionA,416.92049955004507,500.0,660.34,0.0,0.6735,366.89,0.0,366.89,53.9963,0.0,155.6514,395.9732,104.02679999999998,50.0305,53.9963,0.0
attachment_baseline,附件参考策略,47,RegionA,442.7460000000001,510.22,660.33,0.0,0.6812,389.6165,0.0,389.6165,54.8509,0.0,206.6627,402.2396,107.98040000000003,53.1295,54.8509,0.0
attachment_baseline,附件参考策略,48,RegionA,472.041000449955,540.19,476.9,0.0,0.686,433.3961,0.0,433.3961,73.0,0.0,274.5527,428.5451,111.64490000000006,56.6449,55.0,18.0
attachment_baseline,附件参考策略,49,RegionA,530.401500449955,587.87,476.88,0.0,0.6876,484.7533,0.0,484.7533,73.0,0.0,342.4427,469.2218,118.64820000000003,63.6482,55.0,18.0
attachment_baseline,附件参考策略,50,RegionA,544.32,650.0,476.85,0.0,0.6857,487.1277,0.0,487.1277,8.1261,0.0,350.0,584.6816,65.3184,65.3184,0.0,8.1261
attachment_baseline,附件参考策略,51,RegionA,544.32,722.35,476.81,0.0,0.6805,479.0016,0.0,479.0016,0.0,0.0,350.0,657.0316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,52,RegionA,544.320000449955,800.0,476.76,0.0,0.6724,479.0016,0.0,479.0016,0.0,0.0,350.0,734.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,53,RegionA,544.32,877.65,476.7,0.0,0.6618,479.0016,0.0,479.0016,0.0,0.0,350.0,812.3316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,54,RegionA,544.319999550045,950.0,476.63,0.0,0.6496,479.0016,0.0,479.0016,0.0,0.0,350.0,884.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,55,RegionA,544.320000449955,1012.13,733.16,0.0,0.6364,479.0016,0.0,479.0016,0.0,0.0,350.0,946.8116,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,56,RegionA,544.32,1059.81,733.03,0.0,0.6233,479.0016,0.0,479.0016,0.0,0.0,350.0,994.4916,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,57,RegionA,544.32,1089.78,732.89,0.0,0.6109,474.7752,0.0,474.7752,0.0,0.0,350.0,1020.2352,69.54480000000001,69.5448,0.0,0.0
attachment_baseline,附件参考策略,58,RegionA,544.32,1100.0,732.74,0.0,0.6003,470.8368,0.0,470.8368,0.0,0.0,350.0,1026.5168,73.4831999999999,73.4832,0.0,0.0
attachment_baseline,附件参考策略,59,RegionA,487.7550004499551,1089.78,732.57,0.0,0.592,418.8776,0.0,418.8776,0.0,0.0,350.0,1020.9026,68.87739999999997,68.8774,0.0,0.0
attachment_baseline,附件参考策略,60,RegionA,469.25999955004505,1059.81,732.39,0.0,0.5866,400.7571,0.0,400.7571,0.0,0.0,350.0,991.3071,68.50289999999995,68.5029,0.0,0.0
attachment_baseline,附件参考策略,61,RegionA,465.23700044995496,1012.13,732.19,0.0,0.5845,395.927,0.0,395.927,0.0,0.0,350.0,942.82,69.30999999999995,69.31,0.0,0.0
attachment_baseline,附件参考策略,62,RegionA,444.09735000000006,950.0,731.99,0.0,0.5857,377.4828,0.0,377.4828,0.0,0.0,350.0,883.3854,66.6146,66.6146,0.0,0.0
attachment_baseline,附件参考策略,63,RegionA,414.7159504499551,877.65,731.77,0.0,0.5902,352.9325,0.0,352.9325,0.0,0.0,350.0,815.8665,61.783500000000004,61.7835,0.0,0.0
attachment_baseline,附件参考策略,64,RegionA,328.71420000000006,800.0,731.55,0.0,0.5976,280.7283,0.0,280.7283,0.0,0.0,350.0,752.0141,47.985900000000015,47.9859,0.0,0.0
attachment_baseline,附件参考策略,65,RegionA,330.75000044995505,722.35,1060.4,0.0,0.6073,239.0437,0.0,239.0437,0.0,45.0,301.087,675.6437,46.706300000000056,46.7063,0.0,0.0
attachment_baseline,附件参考策略,66,RegionA,307.138499550045,650.0,1060.05,0.0,0.6188,220.6748,0.0,220.6748,0.0,45.0,252.1739,608.5363,41.46370000000002,41.4637,0.0,0.0
attachment_baseline,附件参考策略,67,RegionA,262.8315,587.87,1059.68,0.0,0.631,184.2509,0.0,184.2509,0.0,45.0,203.2609,554.2894,33.580600000000004,33.5806,0.0,0.0
attachment_baseline,附件参考策略,68,RegionA,341.469000449955,540.19,1059.29,0.0,0.6433,255.4927,0.0,255.4927,0.0,45.0,154.3478,499.2137,40.97630000000004,40.9763,0.0,0.0
attachment_baseline,附件参考策略,69,RegionA,339.3225,510.22,1058.9,0.0,0.6547,253.6038,0.0,253.6038,0.0,45.0,105.4348,469.5013,40.71870000000001,40.7187,0.0,0.0
attachment_baseline,附件参考策略,70,RegionA,359.950499550045,500.0,656.99,0.0,0.6644,316.7564,0.0,316.7564,54.8167,0.0,156.4143,401.9892,98.01080000000002,43.1941,54.8167,0.0
attachment_baseline,附件参考策略,71,RegionA,470.083500449955,510.22,656.73,0.0,0.6716,413.6735,0.0,413.6735,54.4572,0.0,207.0595,399.3528,110.86720000000003,56.41,54.4572,0.0
attachment_baseline,附件参考策略,72,RegionA,459.00000044995505,540.19,474.12,0.0,0.676,421.92,0.0,421.92,73.0,0.0,274.9495,430.11,110.08000000000004,55.08,55.0,18.0
attachment_baseline,附件参考策略,73,RegionA,531.495,587.87,473.92,0.0,0.677,485.7156,0.0,485.7156,73.0,0.0,342.8395,469.0906,118.77940000000001,63.7794,55.0,18.0
attachment_baseline,附件参考策略,74,RegionA,544.320000449955,650.0,473.72,0.0,0.6747,486.701,0.0,486.701,7.6994,0.0,350.0,584.6816,65.3184,65.3184,0.0,7.6994
attachment_baseline,附件参考策略,75,RegionA,544.32,722.35,473.51,0.0,0.6691,479.0016,0.0,479.0016,0.0,0.0,350.0,657.0316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,76,RegionA,544.32,800.0,473.31,0.0,0.6606,479.0016,0.0,479.0016,0.0,0.0,350.0,734.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,77,RegionA,544.32,877.65,473.1,0.0,0.6496,479.0016,0.0,479.0016,0.0,0.0,350.0,812.3316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,78,RegionA,544.320000449955,950.0,472.88,0.0,0.637,479.0016,0.0,479.0016,0.0,0.0,350.0,884.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,79,RegionA,544.319999550045,1012.13,727.18,0.0,0.6235,479.0016,0.0,479.0016,0.0,0.0,350.0,946.8116,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,80,RegionA,544.320000449955,1059.81,726.85,0.0,0.6099,479.0016,0.0,479.0016,0.0,0.0,350.0,994.4916,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,81,RegionA,544.319999550045,1089.78,726.51,0.0,0.5973,474.7752,0.0,474.7752,0.0,0.0,350.0,1020.2352,69.54480000000001,69.5448,0.0,0.0
attachment_baseline,附件参考策略,82,RegionA,544.32,1100.0,726.18,0.0,0.5863,470.8368,0.0,470.8368,0.0,0.0,350.0,1026.5168,73.4831999999999,73.4832,0.0,0.0
attachment_baseline,附件参考策略,83,RegionA,527.364,1089.78,725.84,0.0,0.5777,452.8932,0.0,452.8932,0.0,0.0,350.0,1015.3092,74.47079999999994,74.4708,0.0,0.0
attachment_baseline,附件参考策略,84,RegionA,499.25699955004507,1059.81,725.5,0.0,0.5721,426.3751,0.0,426.3751,0.0,0.0,350.0,986.9281,72.88189999999997,72.8819,0.0,0.0
attachment_baseline,附件参考策略,85,RegionA,459.8100004499551,1012.13,725.16,0.0,0.5697,391.3085,0.0,391.3085,0.0,0.0,350.0,943.6285,68.50149999999996,68.5015,0.0,0.0
attachment_baseline,附件参考策略,86,RegionA,410.238,950.0,724.82,0.0,0.5707,348.7023,0.0,348.7023,0.0,0.0,350.0,888.4643,61.53570000000002,61.5357,0.0,0.0
attachment_baseline,附件参考策略,87,RegionA,377.838,877.65,724.48,0.0,0.575,321.5485,0.0,321.5485,0.0,0.0,350.0,821.3605,56.289499999999975,56.2895,0.0,0.0
attachment_baseline,附件参考策略,88,RegionA,333.35549955004507,800.0,724.14,0.0,0.5822,284.692,0.0,284.692,0.0,0.0,350.0,751.3365,48.6635,48.6635,0.0,0.0
attachment_baseline,附件参考策略,89,RegionA,303.35850044995505,722.35,1049.53,0.0,0.5917,215.5203,0.0,215.5203,0.0,45.0,301.087,679.5118,42.83820000000003,42.8382,0.0,0.0
attachment_baseline,附件参考策略,90,RegionA,307.624499550045,650.0,1049.05,0.0,0.603,221.0952,0.0,221.0952,0.0,45.0,252.1739,608.4707,41.529300000000035,41.5293,0.0,0.0
attachment_baseline,附件参考策略,91,RegionA,301.887000449955,587.87,1048.57,0.0,0.6152,218.3165,0.0,218.3165,0.0,45.0,203.2609,549.2995,38.57050000000004,38.5705,0.0,0.0
attachment_baseline,附件参考策略,92,RegionA,339.2955,540.19,1048.1,0.0,0.6274,253.58,0.0,253.58,0.0,45.0,154.3478,499.4745,40.71550000000008,40.7155,0.0,0.0
attachment_baseline,附件参考策略,93,RegionA,368.469,510.22,1047.64,0.0,0.6387,279.2527,0.0,279.2527,0.0,45.0,105.4348,466.0037,44.21630000000005,44.2163,0.0,0.0
attachment_baseline,附件参考策略,94,RegionA,392.7825,500.0,649.97,0.0,0.6483,345.6486,0.0,345.6486,54.3439,0.0,155.9746,398.5222,101.4778,47.1339,54.3439,0.0
attachment_baseline,附件参考策略,95,RegionA,452.76300044995503,510.22,649.7,0.0,0.6555,398.4314,0.0,398.4314,54.7066,0.0,206.8518,401.1818,109.03820000000002,54.3316,54.7066,0.0
attachment_baseline,附件参考策略,96,RegionA,465.628500449955,540.19,469.03,0.0,0.6598,427.7531,0.0,427.7531,73.0,0.0,274.7418,429.3146,110.87540000000007,55.8754,55.0,18.0
attachment_baseline,附件参考策略,97,RegionA,543.725999550045,587.87,468.83,0.0,0.6609,496.4789,0.0,496.4789,73.0,0.0,342.6318,467.6229,120.24709999999999,65.2471,55.0,18.0
attachment_baseline,附件参考策略,98,RegionA,515.605499550045,650.0,468.65,0.0,0.6586,461.6556,0.0,461.6556,7.9228,0.0,350.0,588.1273,61.87270000000001,61.8727,0.0,7.9228
attachment_baseline,附件参考策略,99,RegionA,544.32,722.35,468.46,0.0,0.6531,479.0016,0.0,479.0016,0.0,0.0,350.0,657.0316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,100,RegionA,544.319999550045,800.0,468.28,0.0,0.6446,479.0016,0.0,479.0016,0.0,0.0,350.0,734.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,101,RegionA,544.3199995500449,877.65,468.11,0.0,0.6338,479.0016,0.0,479.0016,0.0,0.0,350.0,812.3316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,102,RegionA,544.320000449955,950.0,467.95,0.0,0.6212,479.0016,0.0,479.0016,0.0,0.0,350.0,884.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,103,RegionA,544.319999550045,1012.13,719.67,0.0,0.6079,479.0016,0.0,479.0016,0.0,0.0,350.0,946.8116,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,104,RegionA,544.32,1059.81,719.43,0.0,0.5945,479.0016,0.0,479.0016,0.0,0.0,350.0,994.4916,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,105,RegionA,544.319999550045,1089.78,719.2,0.0,0.582,474.7752,0.0,474.7752,0.0,0.0,350.0,1020.2352,69.54480000000001,69.5448,0.0,0.0
attachment_baseline,附件参考策略,106,RegionA,544.319999550045,1100.0,718.99,0.0,0.5713,470.8368,0.0,470.8368,0.0,0.0,350.0,1026.5168,73.4831999999999,73.4832,0.0,0.0
attachment_baseline,附件参考策略,107,RegionA,530.6175004499551,1089.78,718.78,0.0,0.5629,455.6873,0.0,455.6873,0.0,0.0,350.0,1014.8498,74.93020000000001,74.9302,0.0,0.0
attachment_baseline,附件参考策略,108,RegionA,472.87800000000004,1059.81,718.59,0.0,0.5575,403.8469,0.0,403.8469,0.0,0.0,350.0,990.7789,69.03109999999992,69.0311,0.0,0.0
attachment_baseline,附件参考策略,109,RegionA,454.207500449955,1012.13,718.4,0.0,0.5554,386.5407,0.0,386.5407,0.0,0.0,350.0,944.4632,67.66679999999997,67.6668,0.0,0.0
attachment_baseline,附件参考策略,110,RegionA,396.2655000000001,950.0,718.23,0.0,0.5567,336.8257,0.0,336.8257,0.0,0.0,350.0,890.5602,59.43979999999999,59.4398,0.0,0.0
attachment_baseline,附件参考策略,111,RegionA,378.326699550045,877.65,718.08,0.0,0.5613,321.9644,0.0,321.9644,0.0,0.0,350.0,821.2877,56.362300000000005,56.3623,0.0,0.0
attachment_baseline,附件参考策略,112,RegionA,318.991500449955,800.0,717.93,0.0,0.5688,272.4249,0.0,272.4249,0.0,0.0,350.0,753.4334,46.566599999999994,46.5666,0.0,0.0
attachment_baseline,附件参考策略,113,RegionA,309.973499550045,722.35,1040.81,0.0,0.5788,221.2011,0.0,221.2011,0.0,45.0,301.087,678.5776,43.77240000000006,43.7724,0.0,0.0
attachment_baseline,附件参考策略,114,RegionA,316.64249955004504,650.0,1040.64,0.0,0.5904,228.8958,0.0,228.8958,0.0,45.0,252.1739,607.2533,42.74670000000003,42.7467,0.0,0.0
attachment_baseline,附件参考策略,115,RegionA,343.08900000000006,587.87,1040.48,0.0,0.603,254.2544,0.0,254.2544,0.0,45.0,203.2609,544.0354,43.83460000000002,43.8346,0.0,0.0
attachment_baseline,附件参考策略,116,RegionA,293.085000449955,540.19,1040.35,0.0,0.6155,212.9148,0.0,212.9148,0.0,45.0,154.3478,505.0198,35.17020000000008,35.1702,0.0,0.0
attachment_baseline,附件参考策略,117,RegionA,334.395,510.22,1040.24,0.0,0.6272,249.2676,0.0,249.2676,0.0,45.0,105.4348,470.0926,40.12740000000002,40.1274,0.0,0.0
attachment_baseline,附件参考策略,118,RegionA,417.582,500.0,645.61,0.0,0.6373,367.4722,0.0,367.4722,53.9868,0.0,155.6425,395.9033,104.0967,50.1098,53.9868,0.0
attachment_baseline,附件参考策略,119,RegionA,469.867499550045,510.22,645.56,0.0,0.645,413.4834,0.0,413.4834,54.4603,0.0,206.2906,399.3756,110.84440000000001,56.3841,54.4603,0.0
attachment_baseline,附件参考策略,120,RegionA,465.7635,540.19,466.22,0.0,0.6498,427.8719,0.0,427.8719,73.0,0.0,274.1806,429.2984,110.89160000000004,55.8916,55.0,18.0
attachment_baseline,附件参考策略,121,RegionA,533.7360004499551,587.87,466.2,0.0,0.6513,487.6877,0.0,487.6877,73.0,0.0,342.0706,468.8217,119.04829999999998,64.0483,55.0,18.0
attachment_baseline,附件参考策略,122,RegionA,544.3199995500449,650.0,466.2,0.0,0.6495,487.5278,0.0,487.5278,8.5262,0.0,350.0,584.6816,65.3184,65.3184,0.0,8.5262
attachment_baseline,附件参考策略,123,RegionA,544.319999550045,722.35,466.21,0.0,0.6445,479.0016,0.0,479.0016,0.0,0.0,350.0,657.0316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,124,RegionA,544.320000449955,800.0,466.22,0.0,0.6365,479.0016,0.0,479.0016,0.0,0.0,350.0,734.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,125,RegionA,544.32,877.65,466.25,0.0,0.6262,479.0016,0.0,479.0016,0.0,0.0,350.0,812.3316,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,126,RegionA,544.320000449955,950.0,466.29,0.0,0.6142,479.0016,0.0,479.0016,0.0,0.0,350.0,884.6816,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,127,RegionA,544.319999550045,1012.13,717.43,0.0,0.6014,479.0016,0.0,479.0016,0.0,0.0,350.0,946.8116,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,128,RegionA,544.32,1059.81,717.52,0.0,0.5886,479.0016,0.0,479.0016,0.0,0.0,350.0,994.4916,65.3184,65.3184,0.0,0.0
attachment_baseline,附件参考策略,129,RegionA,544.32,1089.78,717.62,0.0,0.5767,474.7752,0.0,474.7752,0.0,0.0,350.0,1020.2352,69.54480000000001,69.5448,0.0,0.0
attachment_baseline,附件参考策略,130,RegionA,542.538,1100.0,717.73,0.0,0.5665,469.2954,0.0,469.2954,0.0,0.0,350.0,1026.7574,73.24260000000004,73.2426,0.0,0.0
attachment_baseline,附件参考策略,131,RegionA,541.579500449955,1089.78,717.86,0.0,0.5588,465.1013,0.0,465.1013,0.0,0.0,350.0,1013.3018,76.47820000000002,76.4782,0.0,0.0
attachment_baseline,附件参考策略,132,RegionA,488.72699955004504,1059.81,718.01,0.0,0.554,417.3823,0.0,417.3823,0.0,0.0,350.0,988.4653,71.34469999999999,71.3447,0.0,0.0
attachment_baseline,附件参考策略,133,RegionA,469.11285044995503,1012.13,718.17,0.0,0.5524,399.2254,0.0,399.2254,0.0,0.0,350.0,942.2426,69.88739999999996,69.8874,0.0,0.0
attachment_baseline,附件参考策略,134,RegionA,419.86079955004504,950.0,718.34,0.0,0.5543,356.8817,0.0,356.8817,0.0,0.0,350.0,887.0209,62.97910000000002,62.9791,0.0,0.0
attachment_baseline,附件参考策略,135,RegionA,383.76450000000006,877.65,718.53,0.0,0.5595,326.5921,0.0,326.5921,0.0,0.0,350.0,820.4776,57.172399999999925,57.1724,0.0,0.0
attachment_baseline,附件参考策略,136,RegionA,306.031499550045,800.0,718.73,0.0,0.5676,261.3568,0.0,261.3568,0.0,0.0,350.0,755.3253,44.67470000000003,44.6747,0.0,0.0
attachment_baseline,附件参考策略,137,RegionA,307.408500449955,722.35,1042.47,0.0,0.5782,218.9984,0.0,218.9984,0.0,45.0,301.087,678.9399,43.41010000000006,43.4101,0.0,0.0
attachment_baseline,附件参考策略,138,RegionA,308.339999550045,650.0,1042.81,0.0,0.5904,221.7141,0.0,221.7141,0.0,45.0,252.1739,608.3741,41.6259,41.6259,0.0,0.0
